  ENSEMBLE_MEMBER  COLUMN_HEIGHT   M_FLOW_RATE     SOURCE_START    SOURCE_DURAT    TOP_HAT_THICK   SUZUKI_A        SUZUKI_L        WIND_U          WIND_V          CLOUD_HEIGHT    CLOUD_THICK     FI_MEAN         DIAMETER_AGGR   DENSITY_AGGR    
      0170          0.49091         0.54371        -0.60820        -0.63719        -0.51822        -0.09815         0.72595        -0.87236        -0.92946        -0.25341         0.20340        -0.44581         0.30065         0.20291
      0171         -0.59989        -0.66443        -0.78449        -0.70185         0.71425         0.88708        -0.30631        -0.15755        -0.20278        -0.10521        -0.62941        -0.19833        -0.62178        -0.68618
      0172          0.63231         0.39688        -0.05769         0.04745         0.19718        -0.06653         0.28054        -0.05141        -0.51855        -0.85030        -0.59883         0.72301        -0.76771        -0.98177
      0173         -0.20173        -0.02538        -0.72691        -0.10872         0.48561         0.00295        -0.58827        -0.10151         0.91546        -0.85607        -0.89845        -0.75034        -0.02659         0.42981
      0174         -0.52859         0.16051        -0.79421         0.46612         0.83287        -0.41776         0.50508         0.85418         0.51946         0.42826        -0.79013        -0.01011         0.92493         0.32967
      0175          0.26608        -0.94978        -0.76006         0.00359        -0.81946        -0.29556         0.25021        -0.78976         0.50250         0.23551        -0.82493         0.58671         0.43920        -0.82757
      0176         -0.64849         0.58087         0.45777        -0.49483         0.92700         0.20245        -0.32332         0.15806        -0.58773         0.70047        -0.26377         0.20663        -0.14856        -0.96065
      0177         -0.27981         0.31183        -0.99145        -0.48411        -0.24852        -0.15371        -0.31523        -0.49041        -0.81550        -0.47256         0.19104         0.84080        -0.26733        -0.78588
      0178         -0.87314        -0.70135         0.74857        -0.52285        -0.11039        -0.46344         0.95722         0.81090         0.65346        -0.28699        -0.06954        -0.09806         0.12921         0.85544
      0179         -0.94000        -0.16205         0.43625         0.03972        -0.19836         0.11183        -0.44566        -0.89359         0.67034         0.64861         0.34512        -0.76834        -0.54094        -0.00112
      0180          0.94637         0.45946        -0.09691         0.07062        -0.44578         0.12586        -0.40809        -0.34435         0.57312        -0.96356        -0.49429         0.79220         0.66027         0.76832
      0181         -0.41136         0.99711         0.50684        -0.13104         0.60424         0.45832        -0.76696        -0.83153         0.74264        -0.50824        -0.91075         0.98471        -0.16139         0.12276
      0182         -0.83715         0.60994         0.15964        -0.08288         0.12195         0.91970        -0.50854         0.54756         0.53278        -0.32543         0.40985         0.61687         0.72617        -0.87021
      0183          0.84032         0.24872         0.22955         0.60917        -0.51043         0.08678        -0.69597        -0.32112        -0.03266         0.86607         0.97131        -0.63003         0.16040        -0.11833
      0184         -0.94580         0.13755         0.73940        -0.33747         0.88065         0.07717        -0.29017         0.05465        -0.66772         0.85274         0.66090         0.91002        -0.05369         0.50518
      0185         -0.27503        -0.80007        -0.80993         0.19362         0.99135         0.98850        -0.39423         0.33634         0.08010        -0.14420         0.60302         0.22780         0.85071         0.21994
      0186          0.84595        -0.01271        -0.29585         0.70194        -0.83934        -0.55662         0.23334         0.19414         0.47665        -0.08097         0.27125         0.97456         0.27162        -0.05668
      0187          0.75449         0.71713        -0.43929        -0.14984        -0.89882        -0.80990        -0.53363         0.96856         0.76266         0.71870         0.52385        -0.89516        -0.72344         0.47160
      0188         -0.69029         0.36656         0.80626        -0.19452         0.62669        -0.39189        -0.61570         0.51758         0.39100         0.47505        -0.00355         0.25367        -0.05885        -0.47852
      0189         -0.74918         0.98933         0.58849        -0.24933        -0.10298        -0.72357        -0.87534         0.08080        -0.18159        -0.27590         0.69899        -0.42738        -0.79556         0.40798
      0190          0.67120        -0.35880        -0.28115        -0.25712        -0.82302        -0.47174        -0.00863        -0.65636        -0.93915        -0.35316        -0.25937         0.50929        -0.57703         0.62910
      0191          0.74107         0.74822        -0.95199        -0.64600         0.48125        -0.65374         0.55577        -0.75090        -0.21489         0.63442         0.47865        -0.87795        -0.73714        -0.76418
      0192         -0.54244        -0.53687         0.27543         0.38774         0.29439        -0.63323        -0.09616         0.50665        -0.27737         0.06326         0.91804        -0.65516        -0.54836         0.11308
      0193          0.03164        -0.07692         0.14341         0.85182         0.84801        -0.90735         0.77010         0.39793         0.62510        -0.60959         0.53725         0.00243         0.08763         0.15513
      0194         -0.56850         0.27505        -0.32072         0.34181         0.28524         0.76648         0.77624        -0.19391        -0.13047         0.25250        -0.77691         0.93660         0.46400         0.26736
      0195          0.29672         0.96246         0.66217         0.78817        -0.73874        -0.60287        -0.15035         0.44795         0.73062        -0.44725        -0.99822         0.69292        -0.60236         0.90091
      0196          0.81443         0.54947         0.90916         0.06059        -0.17093         0.61329         0.44744         0.74085        -0.50703         0.93850        -0.42699        -0.13198         0.50271        -0.66643
      0197          0.14074         0.90131         0.42994        -0.55477        -0.95738        -0.02051        -0.03953         0.59814        -0.49290        -0.12168         0.68636        -0.50531        -0.00825         0.75941
      0198         -0.28706        -0.42787         0.60283        -0.65958         0.03183        -0.31350        -0.75291         0.62265        -0.94548        -0.74907        -0.66855         0.86479        -0.43686        -0.59432
      0199         -0.40251        -0.24610         0.51976        -0.67794        -0.58862        -0.04577         0.38398         0.48706        -0.75200        -0.36709         0.66527        -0.81880        -0.96913        -0.32164
      0200         -0.12544        -0.58907        -0.54663         0.49150         0.10832        -0.03069        -0.26088        -0.84718        -0.91136        -0.01436        -0.20852        -0.07979        -0.61030         0.58709
      0201         -0.80160         0.49321        -0.89007        -0.16209         0.64388        -0.32359         0.02386         0.37842         0.49709        -0.26470        -0.77132        -0.47284         0.05261        -0.62189
      0202          0.98381        -0.17472        -0.69327         0.58071        -0.38980         0.70573        -0.41597         0.45681         0.61028         0.46459        -0.32763         0.17161        -0.64705        -0.55711
      0203          0.46712         0.76393        -0.02813        -0.99131         0.95956         0.92538         0.07075        -0.48369         0.30233         0.17139         0.41260        -0.39832         0.38638         0.14887
      0204         -0.78639        -0.38839        -0.08253         0.65522         0.42354        -0.24891         0.60243         0.06797        -0.38472        -0.40027         0.29417         0.10498        -0.35226         0.82470
      0205          0.85919         0.41178        -0.63121        -0.80066        -0.85126         0.69431         0.12192        -0.32837         0.21694         0.96839        -0.64405        -0.52367        -0.56438        -0.54707
      0206          0.56972        -0.10023         0.38844         0.91265         0.38741         0.58530        -0.95314        -0.06431        -0.04835         0.10894         0.59425         0.22102        -0.96180         0.80644
      0207         -0.08489         0.21532        -0.09821         0.24718         0.52742         0.18955         0.57657        -0.55418         0.10581         0.33998        -0.32142        -0.94922         0.09853         0.50791
      0208          0.87336         0.85751        -0.55557         0.05611        -0.13717        -0.49624        -0.50352        -0.91246        -0.88315        -0.16856         0.29045         0.98252         0.09786         0.96612
      0209          0.96501         0.63714        -0.40263        -0.39028         0.35468        -0.81292        -0.62413        -0.62673         0.42534        -0.34303        -0.87719         0.62815         0.95708         0.11490
      0210          0.37859        -0.90062        -0.81618        -0.32982        -0.67628         0.27084         0.85152         0.22146         0.18672         0.37882         0.17109        -0.59125        -0.84306        -0.35296
      0211          0.73004        -0.84734        -0.36539         0.51222        -0.94617        -0.20141         0.09405         0.70904         0.12485         0.30797         0.35225         0.99784         0.63243        -0.04608
      0212          0.71425        -0.06908        -0.19992        -0.85475        -0.34973         0.37398         0.27789         0.75228        -0.78748        -0.60519        -0.23739         0.10799        -0.95109        -0.70657
      0213          0.62590         0.53055         0.65372        -0.30724        -0.02107        -0.58785         0.06165        -0.97428         0.35854         0.32821         0.21708         0.63598         0.25140        -0.68908
      0214         -0.84667         0.08795         0.26335         0.95432        -0.98202         0.79463         0.80671        -0.59488         0.25945         0.80532         0.51018        -0.23915         0.20801        -0.62740
      0215         -0.33312         0.15151         0.39863        -0.93624        -0.69663        -0.34443        -0.45924        -0.16919        -0.71056         0.50832        -0.65817         0.86910         0.67210         0.19329
      0216          0.90271         0.78255         0.25304         0.91865        -0.94302        -0.21612        -0.03232         0.92450         0.15613        -0.94855         0.10104        -0.63917         0.96792         0.82813
      0217         -0.45275         0.02246        -0.53907         0.93899        -0.59897         0.03591        -0.92018         0.23869        -0.74309        -0.50475         0.01366         0.48527        -0.14194         0.57919
      0218          0.39854         0.18147         0.85813        -0.18285        -0.45266         0.39392        -0.26296        -0.00656         0.20824        -0.73451         0.03308         0.82777         0.28209        -0.53676
      0219         -0.33806         0.79022        -0.22741        -0.41368        -0.50562        -0.94311        -0.46830         0.78631        -0.54011        -0.92793        -0.05903        -0.51346        -0.87053         0.29081
      0220          0.18941        -0.74555         0.95486         0.73276         0.32523         0.51168         0.93766        -0.35936        -0.16530        -0.67888        -0.15713        -0.37809         0.56477         0.42045
      0221          0.51188        -0.97105         0.48429        -0.82103        -0.48249         0.00430         0.31604        -0.76771         0.23916        -0.31708         0.25039        -0.79049        -0.18072        -0.94452
      0222          0.43182         0.73102        -0.91519         0.42267         0.07244        -0.27888        -0.85880         0.66290         0.34089         0.34804         0.55265        -0.12294        -0.12652         0.74700
      0223          0.13056         0.98382        -0.21158        -0.00941        -0.99619         0.79609         0.45991        -0.22722         0.08595        -0.35874         0.95649        -0.57874         0.90345         0.08548
      0224         -0.16732         0.24238         0.02383        -0.66620         0.72536        -0.01568         0.32691         0.21378        -0.05278        -0.65119        -0.36368        -0.06195         0.74663        -0.79214
      0225          0.75745         0.59013        -0.14321         0.22738        -0.56985         0.84274         0.39536         0.58162        -0.34272         0.56195         0.67337         0.03765        -0.83301        -0.44681
      0226          0.10999         0.44889        -0.27611         0.63612        -0.92106         0.99513        -0.16048         0.67229         0.07113        -0.76540         0.75646         0.12325         0.79876        -0.64002
      0227         -0.14746         0.65126        -0.24565        -0.46952        -0.29458         0.36910         0.96878        -0.69489        -0.48771         0.27235        -0.28826        -0.40921         0.62511        -0.45169
      0228         -0.01116         0.09280        -0.16618        -0.02372         0.49858         0.19281         0.01612        -0.93434        -0.10289         0.87444         0.71986        -0.44248        -0.13381        -0.18812
      0229         -0.58426         0.87785         0.36542         0.33743         0.16034         0.09833         0.90723         0.94850        -0.60628         0.51482         0.58305        -0.35502         0.33943         0.65498
      0230          0.78585        -0.50415         0.49177        -0.35634         0.06435         0.64631         0.69595         0.91283         0.79367         0.79548        -0.74502         0.61349         0.41211        -0.19350
      0231          0.31211         0.95913        -0.20532        -0.75773         0.77994         0.04843         0.32440        -0.36535        -0.65056        -0.54589        -0.67320         0.76433        -0.10075         0.23654
      0232         -0.74685        -0.22910        -0.45422        -0.62755         0.44751        -0.07901         0.79124         0.00395        -0.31139        -0.21972        -0.83092         0.66935         0.49410        -0.15908
      0233          0.00819         0.03756         0.23254        -0.88478         0.15028        -0.56569        -0.56678        -0.35529         0.75110         0.59840         0.81638        -0.92337         0.54032         0.63174
      0234         -0.02205         0.68194         0.30395        -0.45349         0.72925         0.65544         0.66986        -0.00219         0.98665        -0.91539         0.78418        -0.38121         0.65167         0.29690
      0235          0.11790        -0.35168        -0.90129         0.58608         0.45623        -0.65790         0.17065        -0.02877         0.14208         0.50275        -0.39998        -0.49645         0.19051        -0.72678
      0236         -0.91570         0.65673        -0.31603         0.64538         0.86627         0.97749        -0.91257         0.91862        -0.22693        -0.75780        -0.16824        -0.97785         0.34800        -0.76806
      0237          0.23621        -0.12172         0.69440        -0.51248        -0.64466        -0.45872        -0.83239         0.61550        -0.92431         0.98827        -0.42808         0.77382        -0.66105        -0.30082
      0238         -0.86453        -0.03931         0.31788        -0.82917         0.51648        -0.17970         0.65741         0.83156         0.86866        -0.62025        -0.97624        -0.60114         0.32831         0.69482
      0239          0.70219         0.77665        -0.77404         0.81234        -0.23889        -0.87589        -0.94358        -0.01842         0.04280        -0.32664         0.61681         0.71737         0.18195        -0.01095
      0240         -0.46084         0.08044         0.89379         0.79444        -0.76346        -0.54773         0.03295        -0.25005         0.55527        -0.86379        -0.70291        -0.84738        -0.48318         0.75202
      0241         -0.81201         0.10534        -0.93499         0.35721        -0.05562         0.62050        -0.68637         0.20337        -0.02007         0.42290        -0.86532        -0.86684        -0.58859        -0.09307
      0242         -0.19249         0.35071        -0.63216         0.21994         0.43371         0.81702         0.50654         0.65923         0.56262        -0.47968        -0.51120         0.43585        -0.01558         0.87626
      0243         -0.80407         0.26625        -0.46881         0.70372        -0.08367        -0.82744        -0.17979        -0.20581        -0.12499        -0.93868        -0.00843        -0.03589         0.55553         0.44356
      0244          0.22768        -0.64345        -0.64923         0.42761        -0.87280         0.28323         0.25885        -0.82534        -0.87432         0.46780         0.91219         0.19940        -0.74573         0.09929
      0245          0.55705         0.29347         0.96875         0.80178        -0.34147        -0.84077        -0.81592        -0.71506        -0.38006        -0.63854        -0.57219        -0.06834        -0.09029        -0.07426
      0246          0.02404        -0.49584         0.83099        -0.76858         0.68417         0.32043        -0.12507         0.11768         0.72494        -0.10875        -0.41021         0.45877         0.47476         0.64014
      0247          0.95956         0.31791         0.04968        -0.28829         0.73477         0.15686        -0.76365        -0.63715        -0.83363        -0.74774         0.89858         0.49759         0.58657        -0.82218
      0248         -0.71653        -0.87608        -0.72240         0.08250        -0.78361        -0.99275         0.65262         0.01524         0.00289        -0.34074         0.92866         0.28245         0.17399         0.48258
      0249         -0.61165        -0.60762         0.00468        -0.71806         0.20379         0.80657        -0.74858         0.50143        -0.48084         0.06942         0.58833         0.87545        -0.27502         0.84714
      0250          0.85470        -0.43839        -0.04812         0.35518         0.04202         0.49943         0.13062         0.45996         0.01085        -0.81813         0.42216         0.51973         0.85246         0.57531
      0251         -0.19069         0.92333        -0.84653        -0.58546         0.60972         0.59515        -0.57441        -0.06998        -0.42157         0.90967         0.62917         0.00511        -0.45987        -0.80035
      0252          0.99890         0.12964        -0.56584        -0.40529         0.16928        -0.43781         0.69298        -0.24702         0.70004        -0.51390         0.25764         0.25544        -0.06684         0.53381
      0253         -0.01346        -0.37585         0.53236        -0.12092        -0.97384        -0.44574        -0.57904         0.87683         0.19417         0.79747         0.54173        -0.20822         0.87776         0.98161
      0254         -0.77646         0.67527         0.42286         0.12639         0.24760        -0.40310        -0.66329         0.29379         0.06587        -0.37761        -0.94024         0.13293        -0.40746        -0.29170
      0255          0.69663        -0.73585        -0.91249        -0.56677        -0.62789         0.60198        -0.42425         0.76120        -0.97780        -0.07248         0.79019         0.96577         0.82346        -0.84094
      0256          0.30962        -0.71010         0.35545        -0.09550        -0.98497         0.85355        -0.80517         0.08490        -0.35055        -0.78301         0.87923        -0.26636        -0.57393         0.86827
